fname,itp,tp_prob,its,ts_prob
CM_URMC_00_HHE_100_2020010109595999.mseed_381000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_384000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_384000,[1996],[ 0.6137522],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_387000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_387000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_390000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_390000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_393000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_393000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_396000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_396000,[],[],[2385],[ 0.39608547]
CM_URMC_00_HHE_100_2020010109595999.mseed_399000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_402000,[2511],[ 0.5598391],[2895],[ 0.61701405]
CM_TAPM_00_HHE_100_2020010110000000.mseed_399000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_402000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_405000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_405000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_408000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_408000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_411000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_411000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_414000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_414000,[2614],[ 0.91759133],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_417000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_417000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_420000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_420000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_423000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_423000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_426000,[2116],[ 0.59829813],[2534],[ 0.68963474]
CM_URMC_00_HHE_100_2020010109595999.mseed_426000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_429000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_432000,[2765],[ 0.77844065],[2868],[ 0.59076387]
CM_URMC_00_HHE_100_2020010109595999.mseed_429000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_432000,[499],[ 0.97249085],[846],[ 0.8875305]
CM_TAPM_00_HHE_100_2020010110000000.mseed_435000,[1801],[ 0.42383412],[1809],[ 0.34050685]
CM_URMC_00_HHE_100_2020010109595999.mseed_435000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_438000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_438000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_441000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_441000,[2261],[ 0.6556458],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_444000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_444000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_447000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_447000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_450000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_450000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_453000,[2731],[ 0.9614675],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_453000,[587],[ 0.97767466],[1028],[ 0.37380135]
CM_TAPM_00_HHE_100_2020010110000000.mseed_456000,[],[],[1725],[ 0.77213955]
CM_URMC_00_HHE_100_2020010109595999.mseed_456000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_459000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_459000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_462000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_462000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_465000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_465000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_468000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_468000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_471000,[1029],[ 0.5152173],[1436],[ 0.5767]
CM_TAPM_00_HHE_100_2020010110000000.mseed_471000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_474000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_474000,[],[],[],[]
CM_URMC_00_HHE_100_2020010109595999.mseed_477000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010110000000.mseed_477000,[],[],[],[]
